edr.peak_time;edr.peak_dat;edr.rise_time;edr.max_deriv;edr.amplitude;edr.max_deriv2
1573143003958;0.604229;3134;0.0156917;0.0288730;0.0178103
1573143006691;0.605739;1733;0.00502994;0.00353420;0.00682208
1573143007491;0.606252;800;0.00126255;0.000513136;1.14463e-05
1573143009291;0.606376;1000;0.000859715;0.000438452;0.00130101
1573143013091;0.604342;1000;0.000577908;0.000242293;0.00118512
1573143016624;0.605857;3000;0.00101330;0.00154960;0.000567865
1573143017291;0.605984;667;0.000307329;0.000126958;5.69667e-05
1573143018291;0.606122;1000;0.000307329;0.000137389;4.25530e-05
1573143019824;0.606282;1000;0.000460451;0.000221908;0.000410138
1573143023891;0.610113;3000;0.00188938;0.00415564;0.00211255
1573143027691;0.613905;3800;0.00193337;0.00379229;0.000899182
1573143029891;0.615711;1267;0.00189012;0.00206757;0.00228096
1573143032758;0.621291;2867;0.00319173;0.00557965;0.00119847
1573143036624;0.629318;3866;0.00410808;0.00802714;0.00225077
1573143041824;0.623342;600;0.000393005;-2.49743e-05;0.000899565
1573143048824;0.636128;3800;0.00549159;0.0148550;0.00353364
1573143050091;0.636515;933;0.000535195;0.000323296;-0.000387587
1573143056558;0.630122;734;0.000379831;0.000100017;0.00109408
1573143059558;0.630143;1067;0.00395640;0.00218904;0.00385847
1573143060024;0.630991;133;0.000474853;3.24845e-05;-0.0249695
1573143065158;0.554489;2600;0.0100771;0.0165821;0.0522385
1573143067691;0.564731;2533;0.00849814;0.0102413;0.00416592
1573143073158;0.574732;4934;0.00406022;0.0102276;0.00123159
1573143074091;0.574923;533;0.000389289;-0.000129461;0.000297303
1573143074158;0.574886;67;0.000226983;-3.65973e-05;0.000621525
1573143078824;0.612831;4066;0.0182629;0.0378179;0.0101346
1573143079758;0.613445;400;0.00100050;0.000115693;-0.00384648
1573143081558;0.602116;334;0.000324486;0.000316381;0.00910578
1573143083691;0.610248;1267;0.0168715;0.0116164;0.0178105
1573143085624;0.608343;1133;0.000909613;0.000825107;0.00503728
1573143088958;0.601871;867;0.000942006;0.000444353;0.00285545
1573143097691;0.615813;2800;0.0270051;0.0337572;0.0242747
1573143100891;0.640541;3200;0.0166256;0.0247275;0.0117133
1573143109424;0.630333;2666;0.00295669;0.00456625;0.00305842
1573143111424;0.632115;1800;0.00174899;0.00174820;0.00130929
1573143111891;0.632082;133;5.94755e-05;-1.09076e-05;4.89117e-05
1573143112691;0.632140;800;8.41892e-05;5.83529e-05;4.89117e-05
1573143119758;0.626854;200;5.46489e-05;-6.16908e-05;0.000221543
1573143123024;0.626907;1266;0.000608297;0.000321388;0.000456531
1573143125024;0.626752;933;0.000477232;0.000290930;0.000983914
1573143126491;0.626836;733;0.000340764;9.31025e-05;0.000222365
1573143128291;0.627288;1200;0.000741329;0.000501335;0.000627552
1573143131224;0.628387;2133;0.000958554;0.00125498;0.000744921
1573143131758;0.628750;534;0.00101496;0.000363708;9.41819e-05
1573143132024;0.628981;266;0.000704346;0.000230253;9.41819e-05
1573143133491;0.630113;1467;0.00123235;0.00113213;0.000217475
1573143134891;0.630740;733;0.000255683;0.000710547;0.000103828
1573143136424;0.616501;266;0.000211701;-0.00234103;-0.00787513
1573143142091;0.586547;3733;0.0247574;0.0240317;0.0435219
1573143145491;0.588696;2333;0.00220634;0.00263715;0.00158413
1573143147291;0.590502;1800;0.00149380;0.00180650;0.000484647
1573143147958;0.591021;667;0.00102430;0.000518918;0.000163771
1573143148758;0.591606;800;0.000827138;0.000584960;1.97685e-05
1573143151758;0.621918;1534;0.0371298;0.0334327;0.0303920
1573143156691;0.646649;3933;0.0106006;0.0289977;0.00933201
1573143158891;0.645255;1133;0.000683195;0.000526309;0.00313280
1573143162158;0.660467;2000;0.0176524;0.0203206;0.0145479
1573143164091;0.664707;1333;0.00573847;0.00482821;0.00619384
1573143165624;0.662070;466;0.00106584;-0.000287950;0.00213485
1573143167824;0.662840;1266;0.00215701;0.00186479;0.00350994
1573143169958;0.664531;2134;0.00194411;0.00169086;0.000541271
1573143176358;0.672488;2934;0.00745389;0.0129124;0.00966130
1573143178824;0.677579;2466;0.00282664;0.00509036;0.00196356
1573143179891;0.679137;1067;0.00179900;0.00155884;3.18163e-05
1573143182158;0.678692;1134;0.00697168;0.00452870;0.0111026
1573143183624;0.682505;1066;0.00572326;0.00381613;0.00393197
1573143187358;0.660228;1134;0.0429308;0.0254545;0.0476039
1573143190424;0.673080;2066;0.0433443;0.0384739;0.0676820
1573143194824;0.632463;1200;0.0679468;0.0462551;0.105455
1573143198624;0.642307;1666;0.0844617;0.0828724;0.0687837
1573143203824;0.662031;3400;0.0240739;0.0382134;0.0287388
1573143206758;0.673132;2934;0.00819524;0.0111006;0.00209203
1573143207558;0.673015;200;0.00230198;-0.000438511;-0.0375594
1573143213758;0.664675;2867;0.112564;0.183481;0.111095
1573143215024;0.662316;466;0.00174131;-0.000283599;0.00107467
1573143220691;0.661180;2933;0.00325991;0.00614977;0.00323448
1573143224891;0.654759;1467;0.00479108;0.00419444;0.00528039
1573143233024;0.651581;4466;0.0118311;0.0317252;0.0213322
1573143235691;0.658931;1600;0.0104739;0.0100147;0.0118143
1573143240224;0.654833;1866;0.00503628;0.00606954;0.00542667
1573143243624;0.657054;1466;0.00791740;0.00688785;0.00882033
1573143246158;0.649596;600;7.02091e-05;0.000169694;0.00442132
1573143249424;0.653991;2466;0.00448370;0.00488448;0.00407404
1573143250491;0.654918;933;0.000528810;0.000894308;0.000152122
1573143255358;0.650702;2934;0.0108438;0.0221536;0.0188394
