HRV.time;HRV.x;HRV.y;HRV.z
1573142210686;8.26279;45.5239;46.2133
1573142210936;8.22027;45.4636;46.3162
1573142211186;8.18687;45.4841;46.3290
1573142211436;8.10913;45.7152;46.1756
1573142211686;8.04170;46.0361;45.9222
1573142211936;7.98140;46.4226;45.5960
1573142212186;7.92915;46.8606;45.2102
1573142212436;7.88976;47.3477;44.7626
1573142212686;7.87021;47.8878;44.2420
1573142212936;7.87265;48.1253;44.0021
1573142213186;7.88534;48.4246;43.6900
1573142213436;7.90643;48.7603;43.3333
1573142213686;7.93175;49.0927;42.9756
1573142213936;7.95267;49.3375;42.7098
1573142214186;7.96894;49.5099;42.5211
1573142214436;7.97851;49.5891;42.4324
1573142214686;7.97935;49.5874;42.4333
1573142214936;7.97963;49.5706;42.4498
1573142215186;7.98050;49.5461;42.4734
1573142215436;7.98332;49.5225;42.4942
1573142215686;7.98923;49.5081;42.5027
1573142215936;8.01820;49.5058;42.4760
1573142216186;8.05853;49.5474;42.3940
1573142216436;8.10850;49.6283;42.2632
1573142216686;8.16474;49.7345;42.1007
1573142216936;8.22283;49.8461;41.9311
1573142217186;8.31189;49.9958;41.6923
1573142217436;8.39064;50.0852;41.5242
1573142217686;8.45550;50.1026;41.4419
1573142217936;8.50600;50.0526;41.4414
1573142218186;8.50600;50.0526;41.4414
1573142218436;8.50600;50.0526;41.4414
1573142218686;8.44691;50.1720;41.3810
1573142218936;8.39931;50.1507;41.4500
1573142219186;8.37394;50.0643;41.5617
1573142219436;8.38550;50.0256;41.5889
1573142219686;8.44696;50.1348;41.4182
1573142219936;8.51777;50.3413;41.1410
1573142220186;8.62683;50.7231;40.6501
1573142220436;8.77160;51.2656;39.9628
1573142220686;8.86545;51.6278;39.5068
1573142220936;8.97087;52.0357;38.9935
1573142221186;9.08246;52.4544;38.4631
1573142221436;8.62198;50.7305;40.6475
1573142221686;8.15520;48.9449;42.8999
1573142221936;7.70743;47.2602;45.0324
1573142222186;7.09770;45.0530;47.8493
1573142222436;6.62997;43.5029;49.8671
1573142222686;6.27054;42.5906;51.1388
1573142222936;6.02946;42.4203;51.5503
1573142223186;5.90736;43.0336;51.0590
1573142223436;5.89830;43.6734;50.4283
1573142223686;5.92138;44.6458;49.4328
1573142223936;5.96085;45.8439;48.1953
1573142224186;5.99766;47.1242;46.8782
1573142224436;6.01355;48.3337;45.6527
1573142224686;6.04103;47.0968;46.8621
1573142224936;6.16971;45.4665;48.3638
1573142225186;6.39576;43.9902;49.6140
1573142225436;6.72035;42.6718;50.6078
1573142225686;7.14072;41.4916;51.3676
1573142225936;7.39243;40.9776;51.6299
1573142226186;7.68350;40.5327;51.7838
1573142226436;8.01065;40.1396;51.8498
1573142226686;8.37056;39.7868;51.8426
1573142226936;8.76045;39.4712;51.7683
1573142227186;9.17838;39.1975;51.6241
1573142227436;9.45098;39.0646;51.4844
1573142227686;9.73916;38.9757;51.2851
1573142227936;10.0415;38.9337;51.0248
1573142228186;10.3554;38.9375;50.7072
1573142228436;9.85002;38.8497;51.3003
1573142228686;9.34181;38.6844;51.9738
1573142228936;8.84412;38.4800;52.6759
1573142229186;8.28632;38.2474;53.4663
1573142229436;7.76854;38.0781;54.1534
1573142229686;7.29805;38.0236;54.6784
1573142229936;5.90728;38.2503;55.8424
1573142230186;4.72004;38.8920;56.3879
1573142230436;3.75519;40.0581;56.1867
1573142230686;3.01756;41.8262;55.1563
1573142230936;2.50460;44.2079;53.2875
1573142231186;2.21200;47.1095;50.6785
1573142231436;2.13471;50.2984;47.5669
1573142231686;2.26236;53.4119;44.3257
1573142231936;2.42725;55.0839;42.4889
1573142232186;2.45193;55.2798;42.2683
1573142232436;2.47713;55.4670;42.0558
1573142232686;2.55309;55.9421;41.5048
1573142232936;2.63291;56.3185;41.0486
1573142233186;2.71661;56.6059;40.6775
1573142233436;2.80486;56.8264;40.3688
1573142233686;2.89824;56.9986;40.1032
1573142233936;2.87024;56.9537;40.1761
1573142234186;2.84398;56.9170;40.2390
1573142234436;2.82055;56.9079;40.2716
1573142234686;2.80119;56.9497;40.2491
1573142234936;2.74631;57.3916;39.8621
1573142235186;2.71685;58.3709;38.9123
1573142235436;2.73523;59.6808;37.5840
1573142235686;2.79683;61.1965;36.0067
1573142235936;2.89293;62.7026;34.4045
1573142236186;3.01169;63.9366;33.0518
1573142236436;3.17800;64.8381;31.9839
1573142236686;3.03134;64.5297;32.4389
1573142236936;2.91768;64.5700;32.5124
1573142237186;2.83549;64.9342;32.2303
1573142237436;2.76443;65.7418;31.4937
1573142237686;2.75853;66.4370;30.8044
1573142237936;2.81753;66.7000;30.4824
1573142238186;2.93951;66.2912;30.7693
1573142238436;3.12097;65.1583;31.7207
1573142238686;3.10501;65.2709;31.6241
1573142238936;3.04278;65.6871;31.2701
1573142239186;3.01292;65.8580;31.1290
1573142239436;3.01886;65.8633;31.1178
1573142239686;3.06532;65.8279;31.1068
1573142239936;3.07576;65.8412;31.0830
1573142240186;3.09044;65.8883;31.0212
1573142240436;3.10928;65.9662;30.9245
1573142240686;3.16230;66.1840;30.6537
1573142240936;3.22211;66.3808;30.3971
1573142241186;3.28596;66.5003;30.2138
1573142241436;3.35150;66.4996;30.1489
1573142241686;3.22291;66.7385;30.0386
1573142241936;2.87617;67.8383;29.2855
1573142242186;2.57150;69.0338;28.3947
1573142242436;2.31042;70.1048;27.5848
1573142242686;2.19612;70.5414;27.2625
1573142242936;2.26493;70.2861;27.4489
1573142243186;2.34420;69.9897;27.6661
1573142243436;2.43359;69.6659;27.9005
1573142243686;2.51450;69.3910;28.0945
1573142243936;2.54705;69.2923;28.1607
1573142244186;2.58139;69.2049;28.2137
1573142244436;2.61752;69.1331;28.2494
1573142244686;2.65547;69.0814;28.2631
1573142244936;2.88317;68.8806;28.2363
1573142245186;3.13155;68.7393;28.1291
1573142245436;3.39977;68.6670;27.9333
1573142245686;3.68673;68.6590;27.6542
1573142245936;3.99073;68.6947;27.3146
1573142246186;4.04268;68.7094;27.2479
1573142246436;4.09594;68.7327;27.1713
1573142246686;4.15019;68.7565;27.0934
1573142246936;4.20518;68.7735;27.0213
1573142247186;4.30641;68.7826;26.9110
1573142247436;4.68376;68.6804;26.6358
1573142247686;5.07193;68.4212;26.5068
1573142247936;5.47246;68.0461;26.4814
1573142248186;5.88747;67.5926;26.5199
1573142248436;5.56981;67.9018;26.5284
1573142248686;5.24698;68.1305;26.6226
1573142248936;4.92788;68.3335;26.7386
1573142249186;4.62158;68.5832;26.7952
1573142249436;4.64314;68.5541;26.8028
1573142249686;4.66365;68.5103;26.8261
1573142249936;4.68312;68.4548;26.8621
1573142250186;4.70184;68.3944;26.9038
