HRV.time;HRV.x;HRV.y;HRV.z
1573142229824;81.3972;11.4967;7.10618
1573142230074;80.8049;12.3265;6.86859
1573142230324;80.2135;13.1640;6.62248
1573142230574;79.8891;13.7267;6.38426
1573142230824;79.7347;14.2410;6.02437
1573142231074;79.7323;14.6958;5.57192
1573142231324;79.8464;15.0791;5.07445
1573142231574;80.0295;15.3775;4.59304
1573142231824;80.2317;15.5796;4.18864
1573142232074;80.4114;15.6781;3.91047
1573142232324;80.5444;15.6720;3.78363
1573142232574;80.6278;15.5680;3.80412
1573142232824;80.6772;15.3790;3.94382
1573142233074;80.7183;15.1218;4.15988
1573142233324;80.7782;14.8151;4.40670
1573142233574;80.8757;14.4761;4.64823
1573142233824;81.0159;14.1204;4.86370
1573142234074;81.1906;13.7595;5.04996
1573142234324;81.3765;13.3569;5.26657
1573142234574;81.4951;12.9837;5.52113
1573142234824;81.5404;12.6505;5.80909
1573142235074;81.5234;12.3677;6.10891
1573142235324;81.4708;12.1445;6.38471
1573142235574;81.4172;11.9873;6.59547
1573142235824;81.3104;11.8932;6.79647
1573142236074;81.1226;11.9164;6.96105
1573142236324;80.8910;12.0493;7.05973
1573142236574;80.6449;12.2790;7.07614
1573142236824;80.4030;12.5880;7.00899
1573142237074;80.3784;12.7607;6.86087
1573142237324;80.5393;12.9126;6.54808
1573142237574;80.8505;13.0293;6.12024
1573142237824;81.2522;13.0919;5.65589
1573142238074;81.7062;13.0896;5.20418
1573142238324;82.1662;13.0111;4.82268
1573142238574;82.5977;12.8501;4.55219
1573142238824;82.9832;12.6064;4.41038
1573142239074;83.4527;11.9913;4.55596
1573142239324;83.4187;11.3367;5.24461
1573142239574;83.0030;10.6868;6.31018
1573142239824;82.3721;10.0857;7.54218
1573142240074;81.6858;9.56904;8.74519
1573142240324;81.0637;9.16238;9.77394
1573142240574;80.5707;8.88131;10.5480
1573142240824;80.2177;8.73172;11.0506
1573142241074;79.9719;8.71229;11.3158
1573142241324;79.8686;8.78452;11.3469
1573142241574;79.8702;8.92173;11.2080
1573142241824;79.9214;9.11378;10.9648
1573142242074;79.9780;9.35003;10.6720
1573142242324;80.0141;9.61954;10.3664
1573142242574;80.0231;9.91255;10.0643
1573142242824;80.0856;10.0900;9.82430
1573142243074;80.2745;10.2353;9.49023
1573142243324;80.5725;10.3402;9.08733
1573142243574;80.9469;10.3962;8.65693
1573142243824;81.4542;10.4117;8.13410
1573142244074;81.7970;10.3714;7.83165
1573142244324;81.9483;10.2719;7.77978
1573142244574;81.9223;10.1169;7.96078
1573142244824;81.7662;9.91643;8.31733
1573142245074;81.4565;9.65836;8.88515
1573142245324;81.0486;9.40716;9.54425
1573142245574;80.6140;9.18012;10.2059
1573142245824;80.1990;8.99229;10.8087
1573142246074;79.8213;8.85579;11.3229
1573142246324;79.4548;8.77911;11.7661
1573142246574;79.0712;8.77375;12.1551
1573142246824;78.6399;8.84551;12.5146
1573142247074;78.1432;8.99921;12.8576
1573142247324;77.5796;9.23985;13.1806
1573142247574;76.9635;9.57267;13.4639
1573142247824;76.3218;10.0011;13.6770
1573142248074;75.6820;10.5270;13.7910
1573142248324;75.0620;11.1493;13.7887
1573142248574;74.4664;11.8623;13.6713
1573142248824;74.1451;12.3902;13.4647
1573142249074;73.9690;12.9240;13.1070
1573142249324;73.8916;13.4519;12.6565
1573142249574;73.8567;13.9578;12.1855
1573142249824;73.8106;14.4254;11.7640
1573142250074;73.4753;15.1293;11.3954
1573142250324;72.6847;15.8126;11.5027
1573142250574;71.5139;16.4709;12.0151
1573142250824;70.0982;17.1173;12.7844
